,OBJECTID,YEAR_,AGENCY,CAUSE,C_METHOD,OBJECTIVE,GIS_ACRES,DECADES,Shape__Area,Shape__Length
0,146.424041741785,44.94441010848846,1.4142135623730951,11.0,1.0,1.0,1.0000179172532537,1.0037231504834658,1.0002060924739267,1.0040795905062987
1,146.42745644174798,44.94441010848846,1.4142135623730951,2.0,1.0,1.0,1.0000249113228872,1.0037231504834658,1.0002340485388188,1.0046128533697007
2,146.4308710620817,44.94441010848846,1.4142135623730951,14.0,1.0,1.0,1.000012614918299,1.0037231504834658,1.00018486037095,1.003746645316411
3,146.43428560279182,44.94441010848846,1.4142135623730951,9.0,1.0,1.0,1.0000097644140575,1.0037231504834658,1.000173507055863,1.0037254560135205
4,146.43770006388382,44.94441010848846,1.4142135623730951,18.0,1.0,1.0,1.0000089023689203,1.0037231504834658,1.000170284368143,1.0035230222350384
5,146.44111444536333,44.94441010848846,1.4142135623730951,14.0,1.0,1.0,1.0000137437976855,1.0037231504834658,1.0001893289937283,1.0039189998226574
6,146.4445287472359,44.94441010848846,2.23606797749979,14.0,1.0,1.0,1.0000226290687984,1.0037231504834658,1.0002250468611964,1.0044976228895295
7,146.4479429695071,44.94441010848846,1.4142135623730951,9.0,1.0,1.0,1.0000088224960857,1.0037231504834658,1.000169812628149,1.0035524959038018
8,146.45135711218248,44.94441010848846,1.4142135623730951,5.0,1.0,1.0,1.0000134491577015,1.0037231504834658,1.000188436668109,1.0038231415449383
9,146.4547711752676,44.94441010848846,1.4142135623730951,7.0,3.0,1.0,1.0000273787909235,1.0037231504834658,1.0002441556261823,1.0047134457214717
10,146.4581851587681,44.94441010848846,1.4142135623730951,8.0,1.0,1.0,1.0000201084479765,1.0037231504834658,1.00021479749474,1.0043828103120176
11,146.46159906268946,44.94441010848846,1.4142135623730951,8.0,1.0,1.0,1.0000118998909586,1.0037231504834658,1.0001819566529841,1.0036368648517962
12,146.4650128870373,44.94441010848846,1.4142135623730951,5.0,1.0,1.0,1.0000153095916828,1.0037231504834658,1.0001957843838416,1.0039399198536434
13,146.46842663181715,44.94441010848846,1.4142135623730951,1.0,3.0,1.0,1.0000250208054589,1.0037231504834658,1.0002346776992879,1.0047135953810598
14,146.47184029703456,44.94441010848846,2.23606797749979,11.0,1.0,1.0,1.0000239493224454,1.0037231504834658,1.0002303335217841,1.0045133453443282
15,146.47525388269514,44.94441010848846,1.4142135623730951,11.0,1.0,1.0,1.0000099831520846,1.0037231504834658,1.0001743924427993,1.0036510570684014
16,146.47866738880444,44.94441010848846,1.4142135623730951,14.0,1.0,1.0,1.0000176925058852,1.0037231504834658,1.0002054661615152,1.0042366881537261
17,146.48549416239138,44.94441010848846,1.4142135623730951,1.0,1.0,1.0,1.0000260555920106,1.0037231504834658,1.0002389401934828,1.0047563783308349
